,url,sentiment,isExperiential,isPolitical,isInsult,topics
1574660802774179840,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/aygunpiri/status/1574660802774179840&entry.653903203=26617&usp=pp_url
",Positive,Yes,Yes,Yes,"['News', 'Economy']"
1596971986328383489,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/kurtulussuer/status/1596971986328383489&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Economy', 'Unemployment']"
1590727015686352897,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/03_Sibelll/status/1590727015686352897&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,"['News', 'Economy']"
1591987769802645505,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nkulunk/status/1591987769802645505&entry.653903203=26617&usp=pp_url
",Neutral,No,Yes,No,"['Crime&justice', 'Terrorism', 'Nationalsecurity']"
1417959603342610438,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Werminard1903/status/1417959603342610438&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,"['Religion', 'Sports']"
1579492472107192320,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/65_korhan/status/1579492472107192320&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,"['Corruption', 'Democracy', 'Election']"
1587961859831123968,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/fatih45257836/status/1587961859831123968&entry.653903203=26617&usp=pp_url
",Positive,Yes,Yes,No,"['News', 'Corruption']"
1596807334243991552,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/esracandan3534/status/1596807334243991552&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['News', 'Democracy', 'Crime&justice']"
1356926480605982728,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Mucahityilmz61/status/1356926480605982728&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,"['Music&TV', 'Advertisement']"
1593649159009099777,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Ahmetbaran70/status/1593649159009099777&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,"['Economy', 'Inflation&poverty']"
1591047023113142272,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/OzlmBzn/status/1591047023113142272&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1571768239050342400,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/DilfirazDegerli/status/1571768239050342400&entry.653903203=26617&usp=pp_url
",Neutral,No,Yes,No,['News']
1591134795379396608,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nurayytugbaa/status/1591134795379396608&entry.653903203=26617&usp=pp_url
",Positive,Yes,Yes,No,"['Unemployment', 'Education']"
1561997837671464960,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/saOrdu8/status/1561997837671464960&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['News', 'Election']"
1562853131251118081,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/akanturker/status/1562853131251118081&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,"['News', 'Democracy']"
1596501798839549953,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/betl2_mina/status/1596501798839549953&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,"['News', 'Corruption', 'Election']"
1572287608197386240,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/atamaolsa2020/status/1572287608197386240&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1388828025052147713,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/birberfiin/status/1388828025052147713&entry.653903203=26617&usp=pp_url
",Neutral,Yes,No,No,"['Music&TV', 'News']"
1358731755176538120,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/EmmoglununSesi/status/1358731755176538120&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,"['News', 'Election']"
1347518504891801601,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bangtanleyaJ/status/1347518504891801601&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['nan']
1350728837756293123,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ali_incebay/status/1350728837756293123&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['nan']
1579150318402621440,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Ahmettunaberk1/status/1579150318402621440&entry.653903203=26617&usp=pp_url
",Positive,Yes,Yes,No,"['Unemployment', 'Education']"
1451110101616664577,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/sampiyon_fb34/status/1451110101616664577&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['nan']
1583792914039472133,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/EminEre53620040/status/1583792914039472133&entry.653903203=26617&usp=pp_url
",Positive,Yes,Yes,No,"['Unemployment', 'Education']"
1348177170418589698,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/arslanzehra278/status/1348177170418589698&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['nan']
1595434998915629056,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HALMEYAZIC1/status/1595434998915629056&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,['Unemployment']
1597512443328167936,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/MehmetA41362904/status/1597512443328167936&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,"['Corruption', 'Crime&justice']"
1588249024116981760,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Turan_sener78/status/1588249024116981760&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,['Unemployment']
1554481836683845632,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Sonhaber_46/status/1554481836683845632&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,['Terrorism']
1591133865363800065,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/e_uznyl/status/1591133865363800065&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,['Unemployment']
1597274845381029888,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ygzunsl/status/1597274845381029888&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,['Crime&justice']
1561033842059841543,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/temizsu4/status/1561033842059841543&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['News', 'Economy', 'Election']"
1596222663869231104,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/sebtuba/status/1596222663869231104&entry.653903203=26617&usp=pp_url
",Positive,Yes,Yes,No,['News']
1407293368699338765,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/DrCetinArik/status/1407293368699338765&entry.653903203=26617&usp=pp_url
",Neutral,No,Yes,No,"['News', 'Election', 'Crime&justice']"
1391650047146831873,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/salar1071/status/1391650047146831873&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,"['News', 'Terrorism', 'Nationalsecurity']"
1567137357110861827,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/DevrimKRDLN/status/1567137357110861827&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,['Unemployment']
1578448632533028865,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/osman43026850/status/1578448632533028865&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,Yes,['nan']
1583499242307727366,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bekgozs/status/1583499242307727366&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,['News']
1577039856164737024,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/BerkBtc/status/1577039856164737024&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,Yes,['Election']
1577024342268837888,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HasAngarali/status/1577024342268837888&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,"['News', 'Crime&justice']"
1597626307176968192,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Hatice45153529/status/1597626307176968192&entry.653903203=26617&usp=pp_url
",Neutral,No,Yes,No,"['News', 'Democracy']"
1590411668072562689,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ecza1642/status/1590411668072562689&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['Unemployment', 'Corruption', 'Health']"
1581887286471700481,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/msilver8282/status/1581887286471700481&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Nationalsecurity', 'Foreignpolicy']"
1593853632943906816,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/SAVASS3460/status/1593853632943906816&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,['News']
1408760285020700675,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/FNurKaptanoglu/status/1408760285020700675&entry.653903203=26617&usp=pp_url
",Neutral,Yes,No,No,['nan']
1583085619760492546,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HasanGvenMert1/status/1583085619760492546&entry.653903203=26617&usp=pp_url
",Positive,Yes,Yes,No,"['Economy', 'Election', 'Crime&justice']"
1586421662878031873,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ZGRLKNEGZEL1/status/1586421662878031873&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Election', 'Crime&justice']"
1580649735295500288,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ilkayilhan0202/status/1580649735295500288&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['Religion', 'Sports', 'Minorities&discrimination']"
1597050155320377344,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Adaleticin4A/status/1597050155320377344&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,['Crime&justice']
1594977932711440384,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/kubraku73626060/status/1594977932711440384&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1549391658680291328,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/NafakaHaram/status/1549391658680291328&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['News', 'Economy', 'Unemployment', 'Crime&justice']"
1596172692712935424,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/OE_ozgurertas/status/1596172692712935424&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,['News']
1450403067384537092,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/AlonsaBerit/status/1450403067384537092&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['nan']
1345482817459908610,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/MGAZNEL/status/1345482817459908610&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['Sports']
1585651759204208642,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Seyhannky/status/1585651759204208642&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,['Health']
1386317056291885061,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/citroengapel/status/1386317056291885061&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,['Advertisement']
1580607735196012545,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/indiryo/status/1580607735196012545&entry.653903203=26617&usp=pp_url
",Neutral,No,Yes,No,"['Democracy', 'Election']"
1570147256904617984,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Gunes__Faruk/status/1570147256904617984&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['Unemployment', 'Health']"
1595296036335091714,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/liderim_erdogan/status/1595296036335091714&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,"['Democracy', 'Terrorism', 'Nationalsecurity']"
1594760086882340864,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nn0707_nn/status/1594760086882340864&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,['Unemployment']
1446986802552877059,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/DecartNiche/status/1446986802552877059&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,['nan']
1587143952188203008,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/_____112____/status/1587143952188203008&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,['Unemployment']
1596235722906042368,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ramazan21l/status/1596235722906042368&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,"['Democracy', 'Election']"
1584978165583474688,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Doan540221931/status/1584978165583474688&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['Economy', 'Nationalsecurity', 'Foreignpolicy']"
1597535332299599875,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/esrakrlnks61/status/1597535332299599875&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,['nan']
1589273128475451392,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/buse40561194/status/1589273128475451392&entry.653903203=26617&usp=pp_url
",Positive,Yes,Yes,No,"['Economy', 'Democracy']"
1447296246994153479,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/burkay_libright/status/1447296246994153479&entry.653903203=26617&usp=pp_url
",Neutral,Yes,No,No,['Music&TV']
1352635736537882629,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Limit_less_Life/status/1352635736537882629&entry.653903203=26617&usp=pp_url
",Negative,Yes,No,No,['Health']
1571266689584480259,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ZerdushtZagros/status/1571266689584480259&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,['Foreignpolicy']
1592120408073203712,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/shingensbanner/status/1592120408073203712&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,"['News', 'Terrorism']"
1352504656585510912,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bedo85625144/status/1352504656585510912&entry.653903203=26617&usp=pp_url
",Neutral,Yes,No,No,"['News', 'Health']"
1357870034140422145,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/likemultifandom/status/1357870034140422145&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['Music&TV']
1594774383318470671,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/IsilAcehan/status/1594774383318470671&entry.653903203=26617&usp=pp_url
",Negative,Yes,No,No,['News']
1595357036925026306,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Zeynepvcl/status/1595357036925026306&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1594246341969985544,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ibrahimavcu10/status/1594246341969985544&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['Religion', 'Economy', 'Inflation&poverty']"
1443617526966099973,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/votkajelibon/status/1443617526966099973&entry.653903203=26617&usp=pp_url
",Negative,Yes,No,Yes,['Sports']
1585217774351450113,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bilaltas1903/status/1585217774351450113&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['Democracy', 'Crime&justice']"
1587407727290114051,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HsamettinGgeba/status/1587407727290114051&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['Advertisement', 'Election']"
1359041362771984386,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/kadiroezer/status/1359041362771984386&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['nan']
1585358759123374080,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Tulpar75175495/status/1585358759123374080&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,"['Democracy', 'Crime&justice']"
1583421404984201217,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Ali19446346/status/1583421404984201217&entry.653903203=26617&usp=pp_url
",Neutral,Yes,No,No,['Unemployment']
1586780176478007296,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/RCosmuslu/status/1586780176478007296&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1586021183958704128,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/spytron/status/1586021183958704128&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Democracy', 'Election']"
